,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
42,846,1958,3044,107,1195,2788,314,584,1181,536,1022,1574,1270,1175,2927,1202,911,48,1286,590,1365,1206,1014,2285,1021,907,710,3508,32,1352,1008,2734,452,1244,2254,901,2011,351,1877,1110,1229,1655,739,2721,2691,292,1671,956,886,3326
43,2326,534,314,1286,351,1244,592,1249,1178,899,107,885,15,1371,1671,1214,1633,2692,334,37,1594,372,2285,1179,2727,2354,32,2254,1165,1084,907,1071,3293,1655,1273,256,1853,2232,375,902,492,1283,891,1725,826,1248,584,3044,3002,1384
44,1912,1237,1383,1907,1927,2982,1921,2245,2646,1924,1300,527,3508,3011,68,2443,714,955,325,2097,1200,2676,1598,1922,2209,2319,1323,2613,249,177,2948,2831,3429,219,2578,1365,3554,2649,605,3465,2390,1195,2630,2449,788,2078,1910,2643,2389,1196
45,314,522,603,588,292,48,32,1077,2254,2788,261,2326,585,2838,3090,56,1958,1655,1165,2266,3348,510,885,492,1626,1574,1371,1335,906,1275,1950,1155,1669,3190,1194,1170,910,524,981,907,2889,1286,1336,1206,1244,1226,1238,1078,1590,826
46,1179,584,846,2692,314,1080,1195,1178,1249,1181,2788,1219,588,1022,3508,1365,452,1270,906,899,3044,1567,536,739,1671,48,1226,1021,1175,895,292,1014,1538,1352,585,891,1655,1210,2326,1202,3683,1188,911,901,1194,885,1206,897,3723,1221
47,256,1179,2501,588,107,2692,1191,1219,1365,2788,314,1202,1574,1270,1195,1181,292,603,1567,1249,536,48,1175,3044,1194,3508,351,2326,1189,2927,2846,1884,911,899,1203,1080,1352,1178,1221,375,1542,723,1110,1187,769,739,30,1200,1538,910
48,2788,256,522,588,1191,1177,1958,48,1249,2927,1178,2285,2692,2254,1179,603,292,107,219,2889,1574,351,2326,3681,3508,3411,1898,1655,1194,1131,2630,2613,147,2917,2646,2432,1244,37,3723,3440,32,2848,2624,1238,3683,3077,2501,2325,2691,2734
49,2501,2692,584,3508,351,256,2788,588,314,1179,48,452,1567,1177,1191,1022,292,522,475,3683,3077,846,1655,1853,2630,1178,219,641,1194,3723,2124,45,1930,1348,3338,1581,2889,1084,2613,1936,3440,2721,3826,2326,1532,289,774,587,2734,1202
50,1177,1179,522,1178,1181,1191,107,1202,1194,739,30,906,1175,1365,1080,895,219,1131,1231,1372,910,3090,1249,1226,1336,1119,1352,1286,108,1185,1270,1927,1237,2734,1229,261,1077,2219,886,907,1542,1626,734,1244,3411,475,2848,1267,1165,590
51,1119,3351,1273,846,3601,1226,897,1283,1202,2788,2721,899,1214,1206,2230,1267,1255,1062,603,1178,910,895,1271,956,900,1063,2734,1235,3401,2927,739,1195,896,1201,891,1231,1060,1215,2793,1365,108,1372,522,1189,3434,314,1223,1188,1286,942
52,1958,256,2692,522,588,2788,2501,1177,1179,1191,48,292,3508,1178,2326,3077,1249,475,1022,1219,45,1567,147,846,1181,1270,1574,1195,585,1194,2285,1671,2254,1131,3683,2198,1244,32,1853,1336,1080,2846,2917,1725,1286,2734,603,3681,590,734
53,314,292,48,588,846,2927,2326,107,2692,1072,1179,351,1336,1175,2254,1202,1655,256,45,1244,2889,2285,1189,3090,1178,3508,590,3826,1191,2501,108,2325,1131,1682,4,2936,1203,1594,1177,2529,289,1022,1221,2691,710,1481,1073,584,1165,1371
54,603,2788,292,2927,1119,1267,846,1178,1189,48,1194,2889,2529,1574,108,219,2848,1994,1206,2622,3044,1626,1210,314,1179,3411,1202,522,2721,1045,3826,2178,3351,899,910,2326,1255,1175,3601,2266,3613,1231,1249,242,3354,3681,3482,1235,3291,1238
55,1177,2788,1958,48,588,1187,1119,584,107,1202,30,1365,1080,1249,1072,910,1131,1022,2734,906,1655,1231,3351,1196,1270,891,1232,2459,2646,108,734,3826,45,1045,1927,1226,3457,1201,1257,1695,1244,1238,452,2285,1949,2529,1286,1188,1062,1251
56,899,910,956,1188,891,895,846,886,739,522,1185,1229,1202,256,897,1210,885,1021,2326,1997,911,1231,3025,1080,2230,1014,903,915,1273,1175,15,1184,589,941,1241,890,1206,1255,1200,590,1283,909,1263,896,1949,1233,1875,1214,3365,2495
57,256,2501,2692,475,1177,769,584,1191,452,107,1179,1538,1270,1178,1219,1249,588,314,1567,1542,1334,723,3077,1181,522,1958,585,1936,1244,2283,2788,48,2846,641,1847,1671,375,1286,3508,1080,3723,3044,2198,312,2045,1354,1110,1565,2691,1232
58,846,899,1175,910,1226,895,1231,906,739,1185,900,522,897,1200,314,911,956,1229,907,886,1882,890,1246,588,1087,1189,1273,1210,1067,1574,940,292,3365,603,885,1283,3398,2116,1242,1214,3293,3126,1184,1209,1272,1627,2788,1949,3237,3399
59,2788,292,603,2927,48,2889,522,1958,2692,314,1574,1194,256,2326,1072,1175,2622,1177,588,846,2501,1189,107,3826,911,2285,1210,45,1178,2259,584,2630,1187,2432,2838,242,2640,1626,2646,1202,2510,2266,32,1372,1131,2917,1045,2936,1365,1179
60,256,1179,2501,1177,1958,1191,314,48,588,522,2889,584,2646,2927,292,452,1178,351,1219,1181,219,1022,846,475,2636,2326,3044,3077,1567,1249,1574,3723,1195,2622,1119,1352,1221,3683,1655,2613,2124,1930,603,585,2846,1201,2848,2432,1254,2325
61,107,1179,256,314,452,584,1177,522,588,1022,2788,1191,3508,1219,769,1655,585,375,292,2558,1178,372,3683,2846,1930,1565,1080,2326,45,1181,3186,48,1847,344,1221,1371,1286,846,469,1542,1936,3723,592,162,1672,1384,3457,1348,2811,534
62,2692,522,256,2501,314,588,1191,1179,846,584,452,48,3044,2636,1270,1655,292,3077,1249,2646,1178,1221,2889,1080,1365,1567,1181,1195,1671,585,2613,1022,1073,3723,1219,219,2558,1202,769,1538,2326,1574,2198,1884,3338,1194,723,3553,1384,1175
63,899,846,910,1231,522,1175,1202,1185,1229,1283,1206,956,907,603,1210,895,940,891,108,1273,1214,2788,3025,1255,1209,739,1958,1189,900,906,890,1087,292,3398,1246,897,1278,1241,1193,1200,1574,886,909,1184,3126,1949,3434,588,3293,1242
64,522,256,1267,1574,314,603,292,1131,2529,1286,1372,1177,3044,588,2325,48,2734,2692,906,1062,2889,886,846,1210,219,1264,3826,1257,32,1179,1215,3090,1180,2848,2622,2721,734,1194,3473,897,1226,895,1063,3411,2219,1244,3002,1261,739,1204
65,522,603,48,1574,1194,314,1958,2927,2692,1336,2326,2889,2254,3090,1072,34,56,261,1077,2622,45,2936,3826,289,1275,846,303,2838,32,1202,2325,1175,907,242,1335,1045,107,1189,2219,1498,3348,3190,981,1162,2259,1206,1631,504,1155,1244
66,2501,1177,256,314,292,48,1179,1958,1191,3044,2326,1178,588,107,584,2285,1249,2325,2613,522,1574,603,1219,2432,351,2622,3090,3411,3826,3077,2917,774,30,452,475,1194,1181,2529,1853,2266,1270,1131,2510,2558,1072,2846,1352,3683,2982,2848
67,1179,256,1249,1177,1191,584,1219,1195,1080,1538,2501,2788,2558,1958,1365,107,3401,1022,3044,2692,2846,588,1334,1178,1119,1110,1181,1542,1352,375,452,1238,1267,1270,3351,1567,2646,769,2848,1244,2734,3601,312,1847,1257,1286,2592,1374,1372,1201
68,2788,314,522,2326,1177,1574,256,603,588,1178,1179,2501,1286,48,1655,846,107,3044,2692,1194,351,292,3826,1244,1594,584,32,1725,15,1249,452,1202,1567,352,3508,3840,1365,1131,1221,3090,3411,1336,2266,492,2622,2251,3601,897,534,1229
69,256,1179,584,1191,1178,314,2927,1219,2692,48,1249,1195,292,1181,2889,1270,846,522,30,475,1119,588,1538,1022,536,1352,1574,3411,452,3723,351,2721,1110,3044,2325,3105,1542,2558,1238,1072,1080,1267,769,603,1365,1930,1372,2285,734,2636
70,846,2788,48,314,1202,1175,900,1194,1226,1210,910,897,899,522,909,108,1189,1119,1283,2927,1958,1185,1255,3365,739,895,1188,885,906,1214,911,890,1257,536,1223,1235,1229,891,1193,956,886,1213,1209,1072,1206,1162,1273,2116,1187,1155
71,3044,359,583,1178,256,2285,2692,590,1191,351,1014,1177,2326,1131,2354,32,1080,2646,2091,314,2788,3508,3105,2067,1018,1358,2011,1853,1897,2008,2010,769,1244,3177,1725,2019,1931,2917,2071,107,2964,1345,1261,452,906,2015,334,1935,1958,1354
72,522,1958,2927,107,1194,846,256,2254,2326,1072,1336,1177,1179,351,1178,3044,2622,32,2529,452,1202,219,1175,2325,3411,2838,584,30,536,2259,1191,147,734,2936,1725,1045,15,34,3078,242,1594,1244,261,1626,1170,585,3681,2285,1204,1671
73,603,292,48,2326,1574,2889,219,3090,3044,314,2622,1194,3411,3826,1267,1131,2692,522,1210,1958,1372,588,846,2630,2838,1177,2432,107,1682,3473,2510,1423,1994,1626,2266,3508,1045,2642,1119,1175,3106,1158,2178,1244,1842,2254,2248,1815,2691,32
74,2788,522,899,3044,1206,1080,256,2927,314,1014,590,2529,1185,1261,2254,895,2838,1178,1131,734,1244,1188,1231,891,1226,351,1594,1202,1574,2230,15,901,1170,910,900,1994,897,2622,2692,583,1210,352,1180,1235,2011,1267,907,261,846,1725
75,603,588,2692,1195,1574,2788,3508,1237,48,3044,1231,1194,900,1181,2630,1189,1179,2501,2927,45,1257,846,3429,3090,885,1246,1203,942,2936,2326,1365,2838,1912,1958,897,292,1213,2218,899,1178,257,3194,3351,3411,3723,536,1200,2090,177,15
76,522,314,588,1958,2788,351,1179,1655,256,2326,1671,2501,48,452,1177,2254,846,3077,584,1191,1195,147,1080,1336,1567,1574,1206,292,1022,1891,1244,3683,1270,1225,1725,1853,3508,906,1175,2431,1181,1898,1538,1221,2198,2646,1365,34,1542,899
77,846,910,739,891,1189,1185,603,1200,1210,1246,1229,897,909,1949,1193,1875,536,1574,3365,1958,1206,911,956,1883,2788,3025,1177,1187,906,1227,1119,588,1087,1235,1365,1233,522,917,314,3019,3237,885,1241,1195,48,1217,2230,3392,3064,3293
78,1958,314,522,1179,3508,2788,256,1177,3077,1191,48,2326,475,1249,1022,2198,1270,1219,1244,723,1725,2254,1080,1538,3044,534,45,1221,1181,1853,1178,1930,2846,372,375,1336,1084,3723,1565,846,1195,3485,1225,344,1110,2124,1891,2848,3845,592
79,1178,1179,1191,2501,2788,1270,1057,2285,3508,584,1219,1181,2927,107,536,351,3044,314,588,1958,522,2558,2848,48,219,2104,1110,1352,1238,1196,1935,2734,1574,1195,534,2802,2898,1898,2917,2630,1254,30,1022,846,452,1542,292,2636,1951,3401
80,1958,107,584,846,1219,1178,536,1022,2692,2788,1270,1249,48,1352,1365,3723,2889,1119,1080,2646,911,314,30,452,1202,2558,2927,1110,292,1221,219,1072,1201,1567,2459,1180,1490,2630,550,3632,1853,3457,1542,3683,3044,1187,3401,45,2622,522
81,588,3508,314,107,2692,48,3044,522,2636,3683,2927,1958,846,3411,219,2326,2889,2630,3826,1175,3077,2285,2613,3681,3877,3440,292,3553,1195,3554,2622,3485,3728,603,3682,1237,584,2529,1365,2090,1853,2587,1574,1581,3723,1200,37,3845,3685,1191
82,256,2501,1177,107,1958,314,1178,1179,351,522,475,3044,588,906,592,3508,452,1270,3077,1286,769,584,1249,1191,1655,2788,2011,899,1175,1574,359,1021,1567,1244,895,334,9,1371,372,1358,582,900,534,1080,1219,3440,910,1334,1084,956
83,256,1179,1958,1191,2692,1219,1270,1022,1567,314,588,1181,1195,846,351,1178,3683,2788,48,522,2846,1884,3186,1538,1249,769,3077,3723,3044,375,2558,1202,1221,2878,536,1532,344,45,372,162,1182,1352,2874,2283,1384,2198,1201,1283,1073,3553
84,846,1175,314,2788,1226,588,739,891,1194,292,1229,1185,1231,890,906,1882,108,1958,1080,48,1189,3025,1574,1209,1246,940,1184,1255,2734,2326,351,1214,1949,886,907,1272,2927,3365,1193,956,1211,897,2692,900,1179,3398,1200,1087,1627,1286
85,846,256,1179,522,1177,107,314,1958,351,1191,1202,2501,1270,1022,1930,3077,1853,1567,1226,910,2788,1206,899,895,603,1188,2692,495,584,2878,588,906,292,1229,452,1532,3508,1365,475,1255,2326,48,2283,1219,2285,1671,1266,2124,1119,769
86,2501,1179,2788,1958,256,292,48,1177,584,3044,107,1178,522,588,109,1191,1022,1481,1194,1175,375,1202,2432,2889,45,2692,1270,1244,1219,2558,3723,3195,475,452,2927,2285,1842,3797,3105,1131,108,2846,1072,1181,739,536,162,2982,19,734
87,1119,846,2788,1273,1214,1179,1283,1267,1210,1372,2734,900,895,314,1175,1226,256,2848,1185,1238,1202,1189,2230,522,891,1235,906,1271,739,1201,910,886,892,2927,2692,1229,3291,1251,1231,1063,3044,1249,940,1184,2967,48,3482,1241,1188,2254
88,256,1177,1179,2788,1014,590,1958,906,1191,359,2692,2848,351,1080,584,886,2285,1057,522,1877,1270,1008,1261,2646,2326,2721,589,48,846,1238,1062,219,3723,1481,2889,3077,2964,2617,1022,1219,2917,907,2558,2630,3351,3683,1071,2495,452,1244
89,256,1177,1179,1191,536,1181,1195,1958,107,846,1270,1022,30,2692,452,1196,1119,1352,1131,2788,2558,1249,1253,1490,3044,3508,734,1110,1080,2898,1567,2734,2285,314,2846,1057,2070,475,1180,1574,3105,1334,2104,2123,1254,1542,2459,587,48,911
90,1195,1927,1181,1240,1237,955,1365,911,2594,1695,1912,1300,1180,536,2385,1187,256,1177,1323,2831,1325,1179,1219,1924,1958,584,1257,1113,3401,2296,1196,1328,1232,2915,1318,2574,2048,1178,3633,3429,2797,2090,2389,2898,2384,1191,2459,1280,2097,1200
91,314,522,1958,2788,2692,292,846,48,1655,1179,2501,452,1202,2326,256,1194,1574,3077,585,2254,1567,3508,1178,1022,1286,1191,1177,45,1249,147,1119,1195,584,1072,1853,32,1671,2124,1949,1930,2927,1270,1181,910,723,1371,375,475,108,1189
92,1958,48,588,846,2788,107,1177,1178,351,1179,2501,1175,1655,292,603,2254,2326,1574,147,1194,1191,1249,1286,1238,452,1270,1221,2734,2692,1022,3077,1206,1567,3044,1336,585,1725,1930,1898,1155,584,1219,1891,3508,1195,1181,1372,1371,2848,536
93,895,1231,739,3365,890,886,1185,1246,885,1226,1188,1200,1210,2230,1229,917,942,522,913,915,1949,1202,1273,929,1175,941,1239,3392,911,1241,3264,3237,1161,1283,1257,3398,108,1067,3660,1189,603,536,896,1184,1217,2952,898,1255,3064,932
94,2788,256,107,588,846,1179,2692,48,351,1177,292,1175,2501,1574,899,1194,1655,603,1178,584,1191,1221,452,906,1202,2326,910,2254,895,956,891,1206,3683,3077,1365,1251,900,3044,1336,1188,1213,940,739,1226,1073,2889,1189,1185,3126,3681
95,2788,314,292,603,588,522,846,1574,1175,1958,2889,1179,2692,1072,256,1249,1202,2734,107,1286,2927,2848,219,2646,2721,2501,1178,1206,1655,1119,1080,351,3411,2254,1177,2727,1372,1626,1267,1336,2636,3090,3482,1203,289,3291,1062,2622,3077,1214
96,256,603,846,1179,522,899,1574,292,48,1231,1202,1194,910,1175,1188,900,891,1080,895,886,1226,1206,907,1185,1014,1372,1057,940,1245,3090,1261,890,1021,261,1877,1213,242,2838,1246,1669,590,981,1235,909,2219,1077,1155,2230,767,1027
97,2501,1191,584,1270,107,1958,1567,452,1249,1022,2846,1352,723,1181,1930,1847,3508,1195,312,1178,587,2045,375,1348,1365,1490,846,3723,162,344,351,1542,8,2692,1110,2570,1565,2323,1080,1084,2097,1532,3105,3457,536,3037,429,2571,1932,3186
98,899,256,895,900,910,891,846,1177,1179,890,897,1231,2692,2788,2501,3044,1202,1246,1193,2116,1210,885,1574,906,907,956,886,522,1263,1191,1178,2927,2646,1185,1233,584,1022,1175,1195,1226,942,929,3025,108,1227,1365,892,940,2721,536
99,584,256,1177,475,1191,1179,2692,1219,1567,2788,351,2558,1022,314,1181,1195,1270,3723,1542,588,1110,641,1178,375,1930,522,1352,372,3105,1532,162,2547,1350,1671,536,1196,3186,726,1084,30,1374,344,48,2283,2097,1354,587,2323,1249,363
100,2692,2927,219,314,292,2501,3508,1177,588,603,48,3044,256,2630,1574,1179,1958,522,2325,2622,107,2326,1178,2636,1202,1175,1194,30,2613,2838,3090,2691,3723,2510,2529,2432,2982,289,1191,3411,3826,1181,1219,899,2646,3105,2259,1195,3683,2266
