,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
12,2788,603,314,588,48,846,522,256,1958,1574,1179,1175,1177,1194,1202,1189,1072,1119,2501,2254,906,107,536,899,2326,351,2889,1655,108,1336,1372,1206,911,739,1244,1200,1203,1226,1178,1231,910,45,1273,895,891,1257,3401,1073,2734,1267
13,1958,3508,351,1179,2501,2692,256,522,1177,314,452,588,1249,1270,1191,475,846,2788,3077,584,1022,585,292,769,1655,3845,1365,1567,1178,1219,48,2646,3485,1671,3553,1221,2198,1538,1930,2848,2326,1238,641,1574,1581,3044,3723,723,1194,2283
14,3044,2917,359,2692,590,2501,2613,2015,584,1018,583,2008,475,1014,1837,641,1131,2326,1490,2011,1449,2224,452,2820,372,3338,312,3105,2691,1178,3454,1177,589,2408,363,546,1538,2558,1204,0,2617,435,3681,901,2251,1283,1181,906,40,1641
15,1179,536,2501,1181,846,603,739,1178,522,3401,1119,1191,1189,1249,1180,1202,1365,107,906,1203,2927,1194,1080,1352,1257,1072,899,1200,2889,2326,1022,1185,1372,45,910,1231,1213,108,2646,1542,1949,1336,1057,2898,2848,1206,1237,895,1655,2622
16,256,1178,2501,314,846,107,1249,1181,1119,48,1195,2692,1022,588,1057,2326,2848,536,603,2734,1203,2917,2646,1352,587,1221,1257,2254,351,2721,899,1206,2011,3044,1655,1201,1261,546,1365,452,2927,1202,1187,2727,3508,1225,1014,1567,1131,2889
17,1179,256,1177,2501,107,1178,1958,584,1191,1219,48,314,292,1270,1181,846,2646,1195,452,1930,2927,1119,1538,3508,1203,3044,2848,522,475,1072,1567,536,1574,2630,1244,603,45,1238,2734,351,2917,2721,587,1202,3351,1221,1372,1080,2846,2877
18,256,2788,1177,48,314,1958,1179,292,588,2692,584,846,603,522,1178,1072,1191,452,1194,1181,1219,1022,2889,1202,1270,351,1365,1655,2326,1119,536,1203,30,2927,1567,1189,2646,1195,1221,289,1238,3044,4,2622,2848,1201,1336,1175,3077,1244
19,256,1177,2501,1179,2788,1178,1181,1119,536,2889,2927,584,48,846,1219,292,314,1270,1195,30,1574,1187,107,219,1022,603,739,3044,522,730,1352,1238,1072,45,1203,1202,3508,1267,1180,2692,1189,2917,2622,911,1481,1244,3601,1063,2326,1182
20,1235,1949,2960,19,892,3002,2230,3411,1184,885,1177,1188,256,522,1181,910,846,1202,956,899,292,2788,48,1179,1119,1178,2501,588,2927,1958,1072,2848,2692,2721,2889,1336,1574,2734,1191,1194,1244,1249,107,1853,2646,584,351,1267,1238,1203
21,1179,1177,2501,1181,1195,536,584,1191,1365,1178,1352,1249,48,2788,3457,1187,1203,30,1958,107,2692,588,1080,1201,911,3632,1567,314,1270,1574,2459,452,2721,1119,1238,739,603,45,1202,2646,1180,1538,1606,1072,2917,1930,2877,1695,1542,587
22,846,292,588,2788,314,1177,1119,1189,1206,1226,1178,1574,910,1372,1257,1214,1273,1365,2692,739,1188,1238,3401,1072,2254,1073,2326,108,1080,1655,891,1283,107,1195,2927,1229,3351,1187,2734,1231,351,1200,895,3601,1219,536,1255,2848,2501,2721
23,2501,1178,107,1270,2692,584,314,1022,351,2788,1181,3508,1219,522,475,588,1334,846,452,1538,48,292,769,1119,1354,1930,3723,3044,587,1080,1542,3105,3077,1195,1490,2734,1110,30,1853,2326,1203,1365,1244,2045,536,2889,1201,2848,2285,2846
24,2788,292,1249,2198,1898,1244,588,1958,2692,1853,314,107,1045,522,2646,256,603,2501,1286,3291,584,1178,2845,592,1177,1179,1891,2326,2848,1336,48,1671,1542,3140,352,1175,1574,1194,1581,1191,2734,2889,372,2301,2721,436,2074,534,475,587
25,739,891,897,1200,890,1226,1202,906,3365,1210,1193,956,1875,909,1175,1235,1574,1087,108,1263,1949,603,911,1283,886,1257,536,1214,2230,256,1255,1206,1189,1187,1067,3434,1209,3025,292,1267,1239,522,1883,940,3398,907,1882,1271,3392,915
26,256,846,603,1119,292,314,906,2788,1175,1574,588,739,536,1202,891,1189,1187,910,895,1372,1249,1181,1226,1214,1365,1231,1267,911,2501,1238,900,1958,2927,1200,2326,1191,1219,2692,2254,1273,2734,1072,1188,1194,897,108,1244,1286,890,3401
27,1177,1181,1195,1958,1191,292,588,2501,1249,584,1178,1270,1202,1119,536,3351,1182,1203,1283,2877,2692,3401,1214,739,911,522,1352,1567,1189,1884,1930,1080,452,1221,603,1187,1072,906,2788,2124,1574,2646,1238,1229,475,351,2721,2846,1266,3508
28,314,2927,1655,910,1574,2696,292,2788,1194,1177,603,739,1072,1958,846,1202,2692,2254,1200,256,1178,1179,1286,899,302,30,1206,891,1087,1365,2501,940,107,2932,1245,1175,1022,1242,1185,1181,3411,2838,2219,3878,1336,1073,1682,1875,3090,1187
29,256,1179,1273,1119,3601,3351,1201,2727,1257,1177,2721,1062,846,1283,314,3293,1930,1725,906,3482,2734,107,2326,1191,2336,1958,1372,2646,3291,899,588,1014,1080,1238,956,2965,292,452,1270,885,2917,895,48,1219,898,522,1022,3002,2501,938
30,2788,314,588,1574,2326,292,603,48,522,1178,1244,256,2221,1238,2927,1179,1655,15,2501,536,1286,899,2254,1175,1372,846,1958,1249,147,3044,1177,3401,32,3291,2178,1200,352,1594,2727,1206,1119,1155,3411,107,907,1542,1225,2646,2622,351
31,1365,588,1958,1195,522,1202,292,1219,1022,48,603,2788,906,1574,1181,107,2692,452,584,3401,1189,1884,1073,1203,1283,1249,3351,1273,1178,2501,1080,1072,536,1201,739,1119,911,351,2734,899,1229,940,1257,1187,2124,1251,1226,1221,585,1231
32,256,1179,1238,522,2692,292,2788,588,2734,1119,1958,48,1244,1655,2501,107,2326,1372,1191,906,2646,846,603,2011,1270,2727,3140,1225,1022,452,584,1574,3601,3044,1219,1194,3482,1257,1853,1062,3456,1336,1891,3351,1045,1481,2104,1594,1201,1057
33,739,910,846,1231,891,895,1200,603,108,1175,1229,1187,1875,911,1273,1210,906,1202,1188,897,1206,900,890,1067,522,1283,1246,1087,1189,1882,1185,1235,1278,292,1255,1179,3019,256,886,1574,1209,3434,3398,3660,1193,3131,1883,536,1271,3392
34,1179,314,1177,2501,588,2788,1958,48,107,1178,1219,1574,1022,1119,1191,1194,1244,1072,2848,1202,1195,2646,1270,2326,1203,1655,2927,3351,1372,2734,1080,1286,45,1201,1567,906,2889,1175,1853,1221,739,1214,1930,475,1884,2727,1538,1267,2254,1206
35,2326,1177,534,1021,256,351,1249,592,906,1244,2011,15,1358,1014,899,1179,2734,37,522,314,2727,2336,940,359,9,1080,2788,107,435,1958,1206,2848,901,2692,1671,1225,907,1238,590,1191,3291,2010,1221,3044,1188,902,2501,846,32,1898
36,314,522,2788,588,292,603,351,2692,1178,48,256,1958,1177,1179,1574,846,1336,1594,1244,899,2501,15,1194,261,32,1891,2848,107,1725,1238,1206,3348,34,585,1175,1249,1080,1077,2266,2927,2838,37,2198,906,1372,1542,23,452,2601,56
37,292,48,603,256,1177,588,2692,846,522,1119,1178,2501,1958,1194,1574,1072,1179,2848,1372,1655,1244,2630,45,2622,1202,1238,1267,30,1853,3090,2254,2734,2721,3508,1191,1189,3411,351,107,1626,767,1336,108,289,1481,1181,739,1187,3351,2820
38,256,846,1177,1365,739,1119,1080,1241,1219,1195,911,1273,1958,1191,1214,1202,3293,1229,1283,522,1189,1266,910,1187,1200,1181,3351,1257,536,1201,2296,1203,900,1352,2788,588,1233,891,1231,1884,897,3401,1022,1249,1073,2459,603,1232,1255,292
39,1179,2501,1958,314,1178,1270,1249,2788,846,584,1181,48,107,475,1195,292,1119,1219,536,522,1022,1352,2646,1574,603,588,3508,452,351,1538,1080,2927,911,1334,1201,585,359,1203,3401,2326,1354,1365,30,1244,3077,3105,2889,2045,1542,2734
40,2501,584,1249,2692,1958,107,1178,846,314,1022,1270,1080,48,2788,292,1119,522,2646,3457,1538,1574,2846,1201,1187,1203,1354,30,2721,739,603,1567,1202,452,1334,3508,3632,3351,1490,1606,1930,3633,1238,1257,2045,3044,2848,1189,1057,2734,2927
41,2501,2788,1179,107,588,314,256,1177,1958,522,1249,1191,2927,906,3508,2646,3044,1655,48,292,452,603,846,585,1898,1022,584,1244,2889,2198,1574,2285,1853,1365,1119,2848,359,147,3077,1195,45,2254,1219,1238,1270,1080,2917,1181,2630,1073
42,846,1958,314,2788,1574,899,48,536,911,603,739,1195,1257,292,2734,3044,1286,1365,2727,1181,1206,1270,1057,1202,956,2646,1372,895,590,584,2721,1200,32,1283,1189,2848,907,107,1175,2254,1201,1022,1244,2927,1014,452,351,1188,710,1229
43,1286,1244,2326,534,2727,1178,592,1249,314,3002,902,256,37,1014,1594,351,583,1179,492,334,1028,2011,885,3291,1177,2254,901,138,2845,1671,1257,826,2734,2692,1371,1633,1021,1214,15,585,698,1271,1725,3293,372,1071,2038,1273,1627,2336
44,1907,1921,1922,1910,2245,325,2443,1367,1902,2390,2209,1901,1912,1926,2319,3764,3107,3639,2078,1925,714,2947,2257,1300,2381,2449,2649,2643,2358,527,1917,1383,1327,3768,1320,2948,3821,1702,3567,68,3184,2831,402,3767,2258,2342,2631,3517,1924,3688
45,314,522,261,2788,603,292,588,1655,1206,2326,1077,906,1574,32,899,1226,1275,1336,3190,524,1175,2266,846,2838,510,1188,2254,48,3348,492,1669,910,23,56,1165,1194,981,1155,1286,332,3090,504,1078,826,1590,789,37,1210,767,2219
46,1179,846,1249,906,2788,1119,1178,314,1365,1080,292,1181,1195,1574,588,584,1022,1219,603,2692,1202,1214,1175,2734,1270,1238,3351,48,1567,2326,2646,1203,899,1206,3044,1221,2848,452,1244,1194,739,1283,585,1189,1201,2721,1884,1200,940,536
47,256,1179,292,2501,314,2788,588,107,1574,48,1195,2692,603,1202,1219,1365,1191,1181,536,1194,1249,1270,1080,1178,906,351,1221,1072,1567,1884,2927,1189,1655,2326,1244,45,3508,3044,1175,2646,1119,3401,1238,1203,2848,2124,30,1201,1245,585
48,2788,1249,588,292,107,1958,256,522,1177,1179,1655,2692,3508,48,2501,1178,2285,2848,351,2691,359,1244,2251,2927,2326,2889,1191,1898,2198,452,1574,846,32,2254,590,2982,906,1045,2630,1080,1542,2636,147,1119,3183,1219,219,1635,3411,45
49,2501,351,1179,584,314,2692,256,3508,48,1177,452,1191,588,1022,1567,2788,846,475,1178,1219,522,292,1655,1930,1853,1270,3077,2198,375,769,1581,1348,1238,2124,641,2846,2097,1084,469,162,2646,587,1221,1249,1181,1512,372,1898,1481,2889
50,1179,1177,1178,522,1119,1181,1202,1372,906,1194,1365,107,1175,1191,30,739,2848,1249,1080,2734,1267,1226,910,1237,1244,108,2721,1270,895,1231,1336,1185,767,1201,1927,1626,1695,1213,1131,1214,3351,2219,1352,3090,1286,1229,1884,1891,1994,2124
51,1119,1273,3601,897,1283,739,846,256,910,1179,3351,891,895,899,1231,1226,1267,1206,1271,911,1372,1214,1202,956,2230,3434,906,1063,2721,1062,1255,900,1200,2734,1215,1286,1244,603,1189,1246,1188,896,942,1229,1235,890,1994,1060,940,2788
52,256,2501,1179,1958,1177,522,588,292,2788,2692,48,1178,846,1191,1249,1219,1574,1022,603,2326,3508,1270,1194,1181,1244,1365,1119,475,45,1238,1080,2646,1567,2889,1202,1853,2848,906,1195,3077,1072,2734,147,1286,2254,1221,2927,1203,585,32
53,292,314,48,588,846,256,1179,1177,2501,2692,351,1072,107,1655,2326,45,1336,1178,2927,1244,2254,1175,1238,1119,2889,452,1853,2820,3090,1202,1189,1203,906,767,2848,1062,1626,536,1221,584,1372,1245,1073,34,1214,3508,1725,2325,1286,2734
54,2788,603,292,846,2927,1119,48,1267,1194,1189,108,1574,314,1175,1072,256,1177,588,522,1626,1179,1202,910,1178,739,2889,2529,1238,1187,2848,1200,536,1231,1257,1682,1210,1206,1226,1958,1365,1062,1994,1336,1203,2721,1244,899,2254,2326,1237
55,1177,2788,1119,48,588,1187,1958,1202,1365,1072,1257,584,1249,906,107,30,1080,108,1238,2734,1201,1022,1273,910,2646,891,3351,1244,1226,1231,1057,1270,1283,1062,1949,1063,45,1245,1213,1182,2630,1927,1131,1214,1255,452,1695,1884,1994,1655
56,899,897,910,956,846,739,1188,895,1200,891,1229,886,256,1231,1273,890,1179,1185,1233,522,1875,1206,2326,589,1175,1210,2230,1283,1997,911,1202,1214,603,1874,1246,1021,909,1014,1087,885,3293,1255,1184,1119,3025,903,1235,1193,1257,1177
57,256,475,2501,769,1179,1219,1177,452,1249,1191,1270,1538,107,2692,584,723,1567,1930,641,1542,1936,375,587,363,3077,1958,1847,372,1334,1080,344,1806,585,1022,312,1354,2846,2283,1490,3553,147,1178,2336,1110,1181,1565,1266,1352,522,2045
58,1226,1231,1200,910,1067,899,1175,895,846,897,1185,890,906,1087,1273,1882,522,907,956,900,1246,940,1574,886,1229,739,1210,911,1214,603,3293,1283,1242,3398,1189,1179,3365,1209,2116,588,292,1874,3399,3434,941,1272,1184,1262,1161,1257
59,2788,603,292,48,2927,588,1072,1177,314,2889,1194,846,1574,522,256,1175,1958,2692,2501,1372,1202,45,1187,1626,1178,1189,1365,2622,1179,30,2254,767,108,2630,1336,2326,1181,32,1244,910,1203,536,1200,1655,2734,2259,1119,1195,2721,911
60,1179,256,2501,1177,1958,1191,314,48,292,588,584,1178,846,1219,1181,2646,2889,1119,1022,1249,522,351,452,1195,1365,1203,475,2848,1574,45,1238,2927,1072,1201,219,1567,603,30,1853,1538,2734,2721,587,536,3044,1352,1194,1930,1080,2326
61,1179,256,107,314,452,1177,584,1022,588,522,1219,1191,1930,585,769,2788,1178,846,3508,48,1655,375,372,292,2558,1365,1181,1221,2848,2846,2045,469,2326,1080,1574,3457,1371,1884,1565,344,587,2646,1542,1195,592,162,1449,1348,1203,1201
62,256,1179,314,2501,522,2692,1191,846,588,292,584,1022,48,1249,1219,1365,2646,452,1270,1178,1574,1202,1181,1567,1080,1194,2326,603,3077,2848,1655,1195,906,2198,585,1073,1221,3044,2889,769,1203,3351,1853,1119,1538,1884,1238,1244,2734,147
63,899,910,1231,846,906,603,1175,1202,1200,1273,522,1206,739,108,891,1189,895,1210,956,1229,900,907,1087,1185,1574,940,1283,1278,1214,1209,3398,3025,3434,897,1233,1255,292,1242,1193,911,1246,3293,1365,890,909,3401,1213,1187,886,1184
64,522,256,603,1267,1177,846,1286,48,1179,1574,1372,292,1206,314,739,906,1257,588,536,1194,2219,2721,32,899,1215,2325,910,1202,2734,1131,1244,1210,1594,1187,1175,1189,3601,2529,1238,2848,3401,1226,891,1180,895,1188,1063,1264,3044,2889
65,603,314,48,522,1574,1194,2927,2326,1226,1336,2254,1175,261,1206,767,2622,3348,34,3090,846,1072,1958,1077,56,2692,899,1275,2936,2838,296,2325,3190,789,2221,45,2219,981,2529,332,504,3030,1119,1210,1372,1188,2889,1994,32,1155,108
66,2501,256,1177,48,1179,314,1178,1958,1191,292,584,107,846,588,1219,603,1249,2326,1181,351,1119,1574,522,536,1270,1853,3044,1244,2622,1022,2848,30,1072,452,1238,2721,1490,1195,45,1655,2285,2432,1538,1898,1481,2917,3077,1202,1203,2982
67,256,1179,1249,1177,584,1219,1191,2501,1365,1022,1195,1181,1080,3401,1270,1178,1352,1538,1119,906,2846,587,1238,314,2646,1884,2848,1201,452,3351,1930,1244,3601,1334,1567,2915,2558,2734,1110,1203,1200,2336,1958,1898,536,3044,2045,1214,2459,107
68,256,2788,522,1179,2326,1178,1574,603,846,314,1177,2692,588,48,351,292,2501,899,1286,1119,1725,3601,107,1244,3044,906,1655,2848,1206,32,1194,1080,452,1336,940,1891,910,1062,895,1221,1594,1175,1249,147,1257,1372,1200,1270,536,739
69,256,1179,1178,1219,584,1191,292,314,48,1119,1249,1181,2692,588,1022,30,2889,1195,2927,536,846,1270,603,522,1072,351,45,1201,1574,1930,1538,452,1187,2721,1244,587,1372,475,1352,1490,1365,1194,1853,1238,2734,1189,289,1567,3351,1080
70,910,846,739,1226,1175,906,1210,899,1188,900,1185,2788,1202,108,1200,1119,897,890,895,1189,1229,48,522,1194,891,1206,1193,1087,909,1875,1283,1209,1267,3365,1067,256,1273,1235,1257,3660,314,1233,1372,1994,3434,1214,1179,2927,911,3398
71,3330,2019,369,350,1511,359,2091,583,625,2496,2071,1982,1004,2284,1849,1897,256,2072,2053,2067,590,1014,2011,1018,2984,2008,1358,2285,3044,2650,1697,2026,351,611,2010,1345,235,2964,1354,1525,1968,769,1249,2354,1191,1178,2021,3217,1011,46
72,522,846,1958,256,2927,1177,1194,1179,2326,1178,107,1119,1072,1336,2254,351,1175,1244,1372,2848,1189,1202,30,1238,2734,1206,584,2622,767,32,3044,1626,452,536,899,906,1725,2325,219,2529,1286,1187,1594,1022,2820,3411,2259,1853,1203,1073
73,603,292,48,2889,1574,2326,846,314,522,588,1194,1177,256,3090,1119,2692,1178,219,2622,1072,1372,1267,739,2501,1175,1958,1179,1626,3411,1210,536,1244,2254,2848,30,1682,1187,108,2630,1994,767,1202,1189,1655,2838,1336,910,32,1131,1238
74,603,1014,2788,1206,899,522,1178,1119,901,1574,1226,1080,1210,2254,590,897,1273,1170,1179,292,891,314,846,1131,1188,261,256,1372,2927,1077,1594,1257,2727,895,1244,1185,1267,956,15,1200,903,1175,910,3044,589,907,1249,1261,1286,588
75,2788,256,48,603,1231,895,2692,314,2927,536,1257,1958,2668,1179,1278,1246,292,588,910,1194,45,1574,2622,891,900,958,739,1193,2501,1086,1601,1067,3411,1372,3434,913,1078,1180,498,1063,1590,3429,3351,2691,1202,3613,3131,343,1272,510
76,314,1958,588,522,351,2788,1655,3077,256,846,1175,1179,452,584,1080,292,1177,1178,2326,906,2254,1671,1194,1249,2501,1244,1336,147,48,1206,1891,1884,1286,3508,2198,1853,1225,1365,1191,1073,1202,1725,2848,2734,1574,1567,1238,940,1221,1195
77,846,739,910,1200,891,603,1189,906,1119,1246,1187,1185,1210,536,911,1875,1574,897,1229,1365,1235,956,1193,1949,3434,2788,909,3365,1206,1267,1372,1883,1087,1177,1233,1195,522,1257,588,48,3293,1213,907,3025,1227,3401,2230,1180,1251,1958
78,314,1958,522,1179,256,1177,1249,48,2788,1022,3077,2198,3508,475,1191,1178,1270,1219,846,1930,1725,2326,1853,1244,1194,45,1080,1574,603,1891,372,1365,2848,2646,1538,2124,723,1084,3044,1221,1181,2254,1336,375,1884,1073,906,469,1225,2734
79,1178,1179,1191,2501,1270,107,1219,1181,2848,314,2788,48,584,351,2104,1898,1195,1057,2285,1958,3508,1352,2734,587,1538,1238,30,1119,1022,1542,2917,583,452,1354,846,2045,536,1935,588,2558,292,1257,1110,2011,3077,522,2927,3401,1221,906
80,1219,1178,584,1958,107,48,846,2788,292,314,2692,1270,1022,1119,588,536,2646,1072,2889,1365,1249,2927,30,522,1352,1201,1187,603,475,1202,45,452,1194,1574,1567,1189,351,1244,2721,2848,911,1490,2846,3457,3401,2734,219,1080,1238,2124
81,48,2501,107,3508,584,1958,588,2692,314,351,846,1898,2927,292,603,1179,1191,3411,2636,2646,2889,1853,452,2630,522,1072,256,1229,2848,2198,3077,1249,2734,1383,1238,3429,2721,1228,774,3683,3044,1655,1912,359,2259,3351,1237,1365,1119,1175
82,1179,351,256,588,2501,1178,314,2011,1191,1177,769,107,1249,582,592,475,522,1358,1270,3077,1021,1080,906,1958,2788,452,372,583,3044,1286,1365,3508,359,1022,1655,1195,363,334,1219,901,2848,1181,584,846,534,1542,2646,1371,2055,1567
83,1179,256,1958,1191,1219,1022,1270,1567,314,1181,2692,846,351,1178,588,48,1249,292,522,1195,587,1538,1574,2846,1884,372,769,2646,1203,1221,2788,2198,3077,375,1238,1532,2848,1201,2045,344,2283,641,3044,1084,3186,162,1110,2878,1384,1853
84,846,1226,1175,292,314,2788,906,588,1200,891,1231,1194,1574,739,1179,1189,108,1209,256,1273,2326,48,1882,1229,1372,1272,940,1214,1242,1246,1185,897,1119,890,1283,1365,1267,1178,1080,1211,911,1255,1177,907,1958,1187,3401,2927,956,1087
85,1179,256,846,107,1177,314,522,1958,1365,351,292,3077,2692,1191,1178,1219,1574,585,1655,899,1202,1249,2879,1226,1200,739,1203,588,1884,2326,1080,910,1188,1266,2788,2734,452,1189,3351,2124,2848,895,1273,2254,1221,48,3508,1283,1237,2878
86,2501,1179,109,256,1177,48,1022,1958,1178,2788,584,1219,1191,292,3044,1270,30,2889,1181,1072,1201,107,2692,452,2927,1481,588,1244,1202,2646,536,45,1352,1203,2432,1372,1195,1182,1196,2630,2810,3797,289,351,1842,19,3351,1257,1682,3195
87,1273,846,1119,1214,256,1283,603,1179,895,739,1231,2788,1372,906,1210,1267,1202,1226,1574,1189,1249,1185,2734,522,1206,1235,891,900,1958,910,1271,1177,1175,536,2230,292,48,1229,1365,2727,32,1188,1883,1200,1201,3434,588,1215,942,314
88,256,1179,1177,906,1191,590,1014,359,2692,351,2848,1080,1958,588,1270,2788,2326,522,2646,1057,292,2285,1022,48,1481,1244,1238,1008,846,1219,3077,2964,1538,584,1225,1655,2917,452,587,2721,2008,1181,45,2889,147,1877,1221,1354,2198,1201
89,256,1177,1179,1181,1191,536,1195,1270,1352,1022,1958,1249,2788,30,1119,48,1538,1203,1490,107,1574,1253,2646,2692,1196,587,911,1180,846,1254,588,3044,2898,1187,1057,3632,1080,2070,1201,1334,2721,1131,2123,292,734,452,1257,2889,2285,2846
90,1195,955,1300,1181,1240,1927,2797,2048,2385,1912,1257,1328,2594,1200,2831,2389,1219,2574,1325,1924,3401,256,2027,1203,2915,2578,1695,1177,2646,1103,1113,1318,1237,3429,2296,536,2384,1187,730,1196,2090,2097,3633,2898,584,1180,3846,3766,1323,1072
91,314,292,522,1958,2788,846,48,256,1179,1655,1177,2692,1574,2501,1194,2326,1178,1189,585,1202,2254,452,1022,1238,1219,584,1203,2848,1080,1567,1206,1119,1072,147,3077,1195,1365,906,2927,30,3508,1221,2734,1073,32,1286,45,1214,1245,1884
92,1179,1177,588,2788,48,1958,603,1178,846,2501,292,351,2692,1194,1221,1655,1175,2326,1249,1080,585,1286,1191,107,584,1206,2254,452,3044,1270,1219,2848,1244,1022,1214,1181,1365,1574,2198,1272,147,940,1238,1567,1188,1119,3077,1187,1898,1725
93,739,895,1231,1226,890,3365,1200,1188,1246,886,1185,942,1229,1273,1210,913,1202,2230,885,1067,915,917,1949,3434,941,1239,108,3392,932,1161,3264,1257,1283,1214,1217,3398,3660,3237,911,589,1262,1175,603,1241,1882,1209,887,3399,929,1189
94,256,1179,2788,846,588,107,1177,292,2692,603,351,1202,1574,906,2501,1175,1178,1194,48,2326,1191,1189,899,1365,1221,1219,1206,2254,1655,452,1073,585,1203,1249,1195,1336,1080,584,1273,1185,2734,1119,739,1283,1200,536,1188,3044,3401,1214
95,2788,292,846,314,522,603,256,588,1179,1177,1574,1958,1178,2692,1175,1119,351,107,2734,1072,1249,2848,1286,1655,1372,2326,2501,2889,2646,2927,1189,1202,1191,1365,1244,2727,1201,1214,1203,3601,2254,2721,584,219,1022,30,1853,3044,1891,1336
96,603,899,846,910,1179,256,522,1188,292,1574,739,1231,891,1177,48,2788,1194,314,1202,895,900,2326,588,1206,1175,890,1226,1119,1178,1200,886,1257,1267,1080,1235,2692,909,1958,1185,1372,1365,907,1195,1189,1245,911,1655,1273,1669,956
97,2501,1270,1191,584,587,2045,1930,1567,1348,1022,312,1249,452,1352,1847,162,107,2846,723,8,344,2570,1181,375,1565,1958,1490,429,1084,3457,1110,2323,1941,3508,1178,2571,2919,1942,1532,1932,2097,3037,1366,787,3670,3565,1254,351,1112,3723
98,899,895,900,891,256,910,846,1179,890,897,1231,956,906,2116,1574,1246,1202,1177,2788,1365,1226,911,522,1283,603,885,1210,1193,942,1273,1257,907,108,536,1119,1233,940,886,3044,1206,2230,1175,48,1214,1185,1187,1235,1261,1229,1263
99,584,475,1177,256,1219,1191,1179,641,1567,1022,162,1270,363,1181,587,2558,2692,372,351,1110,1930,375,1542,1352,1249,726,2045,1084,1512,3723,2097,2547,344,2283,1532,324,1350,1354,1449,1931,1254,3457,2198,1195,1178,588,469,30,429,3186
