,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10,2390,4303,12379,530,11371,3016,1712,13586,2465,1118,4234,3764,2541,16657,1745,2076,16878,15313,3338,10410,9353,12687,15051,1533,5450,13741,13253,2792,1641,2311,10221,5174,1445,9897,1378,14408,2393,12992,2949,6415,15131,5376,10650,1921,10182,5987,13353,11988,12281,2423
11,13780,2789,2306,4693,9472,4435,2829,12459,1399,16666,10049,6075,12877,1846,556,10277,13225,1363,14955,2406,8715,6858,9156,8307,10092,7144,13012,983,10493,16491,14784,408,16345,10645,3860,903,2517,2444,16952,106,15967,947,10137,1958,2720,8578,8710,6230,13885,3948
12,15856,7358,13720,13668,14035,8381,3062,11367,4798,2051,3160,5584,2338,10375,15801,4012,11126,14353,784,2345,7120,5367,8,2622,3518,11845,15861,4486,14588,5129,15129,306,11418,6435,4532,3390,1145,106,9275,6578,10800,1302,16194,9424,12417,1464,649,7918,7604,12404
13,7940,13657,753,672,1766,838,14501,3633,142,3323,7756,1215,1001,4686,7188,5950,9618,13525,638,4305,16435,4477,3072,2121,5712,14557,12368,8590,5351,11837,4258,6994,16458,2878,16929,5005,35,736,94,7605,10418,11417,15718,7950,2143,14212,4242,12036,4506,12656
14,380,16318,2235,703,2653,15649,6761,158,4869,5270,10811,4871,5542,16482,7310,8097,2341,5961,13924,4638,14290,2107,15385,14503,7164,1016,2626,14665,1305,6790,3931,3844,5505,11627,11776,5029,13181,5269,7029,10467,5579,13328,8165,6296,12367,12337,16253,9855,6852,10320
15,6359,239,9472,1193,10351,1471,4199,15711,268,2552,308,7832,16523,5164,8344,4766,621,4993,422,7143,14193,2822,1818,8879,14775,10005,12182,5863,9664,5614,10993,14408,5533,9821,7285,5437,6169,3860,6350,10626,13390,8010,10056,1829,309,2654,16120,16788,1334,11879
16,1538,6188,13663,13700,239,220,16344,6971,10632,2901,3033,1821,8643,9978,13001,15007,4334,6647,5701,8501,4361,7793,1292,13477,6829,16162,16325,6270,14611,7943,5233,15419,2339,12273,13166,1883,8868,86,6914,5850,13246,16199,3690,10743,5463,10400,7944,2611,4449,3470
17,15,3591,1122,549,10608,15113,14035,1180,1454,1626,15760,15179,16687,4359,568,1015,571,16754,1694,11056,12868,3745,5616,15087,595,3520,9433,14143,6796,5783,12858,1170,3288,9820,10746,1364,3809,15959,5511,14132,7808,6186,4302,2206,7617,11640,5272,8882,14641,11453
18,484,1177,16105,15711,1491,1537,14498,5950,13288,1098,16775,5407,449,2967,7046,2177,3645,1654,11799,94,4493,8619,9285,14975,15789,3315,3999,10268,5181,12306,7202,8774,13358,5573,1205,11536,7566,8916,3049,7534,5889,6047,474,11074,16231,73,3607,9444,11468,16549
19,1090,1199,5152,672,4834,6971,1544,4854,11211,12484,1182,6110,854,1204,14968,12573,7140,6589,12437,14205,5011,4855,15127,10507,5600,1996,6954,6516,10778,13088,2262,7500,6975,8793,11859,7106,12109,13838,749,6342,15790,8123,3592,5607,12773,10109,3104,10987,16607,5582
20,13722,1440,4777,2485,4022,10587,15064,627,2333,565,3001,1697,1024,16288,5245,13107,320,7035,14235,9934,7275,12748,13741,11525,6024,3684,8219,6258,1985,6412,10480,15584,868,5916,5728,10195,613,10400,10872,3868,5032,5682,15789,2386,178,5314,1153,4982,14104,1235
21,15531,13134,1234,14236,7836,6143,16179,7002,1266,12382,8399,1495,6338,6292,2186,4906,3405,9317,985,137,15610,15926,2158,13962,1594,11585,3338,4060,3419,5436,16080,4344,2729,13246,2377,1792,507,816,1447,3420,16281,16918,16828,5076,234,6976,10916,5153,4340,13355
22,2691,15531,13717,1027,8831,13130,2832,3083,1483,550,2588,3961,1772,102,956,3528,2987,8757,5672,2209,5273,402,6199,6103,7322,2919,7662,5742,7574,7865,9245,6954,11565,16707,12853,14953,2334,7009,5056,4348,7945,11767,6481,2463,4241,12583,16828,1610,3426,12536
23,13690,1027,13476,5772,4817,10055,3514,3051,5627,7332,95,1615,4748,5315,3321,10705,2617,1496,9286,2086,5587,5994,12324,15700,6906,1715,884,14147,8645,9120,7353,15692,9581,7144,8312,6169,4242,4603,2695,13038,13464,14923,12181,9011,7097,9304,14605,11421,6726,13102
24,4020,12453,16084,12997,7169,2480,11216,9417,3100,4777,2228,1042,2482,6662,10811,6143,4492,12325,12187,14523,9109,9934,5429,12848,10255,1675,1387,3628,9566,2056,1060,15486,213,80,4977,13842,371,2734,5521,11949,1825,2414,13024,11741,11675,6811,8210,10745,8422,13228
25,15531,13648,8955,3404,3885,14261,15066,861,2008,13546,663,929,5344,16100,16064,216,6227,6368,7620,8486,14143,9910,5748,5718,2077,5812,13517,11355,4673,3070,12557,941,9581,7808,8359,7492,8959,6674,7000,14230,6787,5819,1736,9944,12137,15210,6004,9691,6828,2861
26,5034,746,369,1974,12830,13665,1114,740,13409,4632,9969,14556,3767,5635,15401,2368,7722,765,5683,3255,8346,13286,3190,966,2175,16974,6489,1424,2450,6278,12005,3087,415,11308,4601,523,8349,1405,6412,16929,10607,7171,16818,7938,53,8867,7488,2295,13876,2668
27,1673,13636,13680,6218,8878,10484,1761,7416,1579,6572,10695,4742,11164,16365,4763,2681,3310,1171,5273,4668,7052,8089,8604,656,14666,10671,15817,8928,3510,1267,315,5707,13983,2851,13,14987,4125,2658,10127,7897,5595,4804,11267,10761,15698,5614,2745,15803,9218,11806
28,7135,4197,1246,14918,16868,3854,1546,8931,2728,7900,1940,7658,14173,15892,1407,9240,7167,5313,6511,14314,4828,14143,195,4021,325,131,14034,2820,9418,10148,2838,5221,5832,6008,6568,15285,15959,10778,15698,2474,6100,10428,7667,10318,7945,15404,183,9543,15567,7725
29,1919,444,677,6127,14556,3372,9794,3100,14236,7206,4606,64,2254,13827,6377,4185,4257,5610,1039,4105,3706,2723,16609,199,1865,1189,5693,1533,11948,1890,1917,4427,8296,7857,3679,5864,1998,12568,3288,607,10187,16129,16199,10480,10565,4478,10978,16975,605,14128
30,16045,13649,13904,2446,14116,16344,8531,2997,7756,617,1714,2340,7979,14602,9578,4993,1550,3904,1480,2826,2237,13545,14775,15970,2238,9683,10201,9770,2748,4657,2347,13842,10480,5947,782,12399,8315,3986,10276,3094,10468,3420,1830,2896,3251,8423,8055,16798,9224,15517
31,335,4068,1035,3951,4604,1344,15665,6437,3735,1195,3445,12749,3516,5886,528,7979,10215,2103,2871,4182,8608,13745,16164,9426,5429,6068,2868,7441,3373,5249,5129,6387,7468,11455,8130,7858,1032,10653,1394,14091,7464,8348,5955,4390,12404,10526,11219,12847,11478,16297
32,1395,2411,13697,2744,2853,63,2480,442,3677,14261,10183,1551,2375,7447,3923,4776,10443,1491,16391,262,16503,5589,5782,10306,5680,7662,8,9460,156,3108,6994,11157,6545,11363,8428,14757,886,3917,13801,5095,5811,6020,16918,8014,910,4294,4619,11093,9097,883
33,13749,740,6257,15382,2531,1788,2030,8184,2122,11265,4766,7783,3457,6511,8173,9324,8879,3518,5000,1140,6008,2006,8842,11841,12530,4621,10533,2747,2818,4467,6656,3996,1291,15321,16516,14570,12985,8631,675,11094,13436,14886,10563,13556,14331,14376,16315,3268,10022,3412
34,845,4080,5570,1240,13576,4479,77,1442,1359,10977,3051,905,16819,16423,6907,7886,2931,697,13472,2926,8706,3546,13166,7720,14996,10370,6287,7317,3954,10711,10056,11163,810,14784,9557,11828,10743,4559,10621,6680,11475,7234,2168,13328,4401,11556,12424,5146,14470,9360
35,615,11100,2445,13749,561,2744,954,4269,5720,8381,1803,14818,16716,1558,13224,10897,56,11350,5127,5009,15671,15676,9748,12848,8310,1702,14545,5587,7981,5023,6151,8728,9957,14147,8102,7921,9535,14069,8611,7977,6704,676,15055,2924,3391,708,3937,9496,7697,2003
36,15324,13663,1898,15783,1640,1995,11236,15821,7962,97,3188,4827,14257,6219,6334,11855,570,7509,7372,16249,16303,6548,6136,14022,1522,3475,2782,6612,15047,2888,15939,3075,6554,10259,10828,498,5970,2202,9558,9726,7617,8882,6795,14784,10733,4889,16718,6055,8002,5778
37,11100,13704,15223,5506,1459,1579,3830,2725,208,10637,953,1402,3634,56,16506,9358,1843,10352,8964,2336,13092,797,16896,12368,15924,5407,3906,4125,751,3643,13,5543,8350,3045,5762,12507,14298,16317,10627,1851,3596,3590,13082,7337,7233,4193,14262,4483,5777,13176
38,1476,1021,954,2789,13475,5977,2983,16388,716,1561,7335,4112,1542,2196,3328,3095,2057,7917,4349,7286,13068,7424,11332,4838,12113,6418,13374,10251,8980,12353,2887,10249,15021,14665,6518,11527,3473,10759,87,16171,10670,8085,188,7240,10432,9264,4995,4008,5041,6573
39,453,9164,704,15531,9133,534,14202,7416,905,7080,8162,1133,11273,14629,1697,5616,5975,9520,7379,12645,4705,15297,11214,14700,16782,14956,1647,12363,4316,10719,2748,13276,10428,7902,1614,10529,9285,1978,11735,8827,10557,3681,15540,2198,11087,6560,1205,4792,6443,4796
40,2691,13754,3951,267,920,1532,1022,236,4353,3106,1892,1285,275,5683,2927,12490,14775,6308,14143,9012,4519,10098,11132,15788,840,1071,8619,2799,7748,6713,5380,14382,106,3876,10195,12817,9359,601,10554,7202,11281,9956,744,1738,12827,14795,14274,5254,6973,15524
41,4130,1401,13716,814,13648,2434,5570,1780,1430,2893,6360,8464,1106,871,12457,16656,5542,10870,12227,2084,7329,10848,3405,6754,10355,2782,15926,3284,6512,2101,5055,3878,5053,9671,2545,10730,6993,9203,4767,7945,15317,8593,9359,9497,16112,15837,14163,1446,2640,12818
42,746,6495,13661,13883,3051,8437,10086,1402,11233,13036,2374,4651,4460,16131,9530,11107,5803,10457,14647,4161,3691,41,8838,7222,14528,10624,7050,3385,15129,7849,10719,10480,16818,15578,16516,15035,1450,1692,10557,16719,5955,9365,8440,11389,12600,5067,6811,16379,10900,3695
43,2235,13757,14782,2227,1478,16154,9761,706,2609,16410,2224,678,16179,12744,5021,1215,1338,5805,16280,15984,6280,610,2162,10622,1126,16167,6661,6081,4430,10624,1103,4875,5795,5768,11321,15901,2534,14362,2262,16171,7255,8217,4659,11163,13939,14341,1769,11879,9940,10250
44,2596,13684,15783,1900,501,3428,1165,10543,12946,5635,7589,1451,663,14353,16358,10085,11107,6880,15020,4005,14740,16182,4505,8124,15021,8582,11827,6641,13012,1364,16702,9476,8453,2780,1899,1421,13169,12624,14140,9393,16922,6122,10815,11247,11152,6276,15833,1358,14327,15086
45,11300,13700,914,3601,2769,2895,10055,3673,15097,4945,10663,5301,6755,11175,3865,7033,15795,11987,9266,12998,3297,3523,4351,1970,1501,1625,7468,1148,8530,4133,10285,15604,10778,14951,15566,15816,2198,6860,9935,10119,13229,105,6208,10390,13859,6786,452,12910,3049,12978
46,14502,14716,6850,7898,4479,1193,2709,1839,4896,4776,7192,13609,1022,8541,9810,8911,341,16296,10582,7599,16714,4650,834,9662,11027,7897,10255,13291,15299,8918,10418,4523,3678,7500,12775,15644,5272,2060,14474,9159,14424,12161,12136,11708,8450,7798,16279,3820,1678,2012
47,7170,1700,250,1791,15609,1616,2759,15787,2815,2998,6874,10695,10768,6592,913,3529,4741,9810,15914,15458,49,364,10019,14623,7011,3522,7082,8665,5528,7938,7576,6186,13517,2377,6345,12315,3276,13995,10488,6736,9160,2936,2402,2839,3285,15575,557,10855,16960,5165
48,17,1209,4774,12469,1112,1187,805,14067,5578,2057,4459,5868,3014,15211,2822,5351,3250,5180,6042,7998,1185,7212,15812,87,5480,8762,9614,846,1978,2380,6795,6920,15536,13995,4722,8178,15933,5586,4916,10884,4920,4391,984,15010,4628,1924,15084,7153,6506,2504
49,1181,13639,3839,1565,490,16155,9597,12099,26,1206,14449,2122,1141,570,2093,3130,15412,6152,12456,4334,3966,14256,10001,16393,300,1377,14148,7050,4458,8681,4557,4680,5675,3844,804,2896,9864,9159,510,1385,2519,3697,4536,1728,14451,4201,10706,5579,14208,5279
50,9164,42,944,13768,13662,11205,2227,98,1116,776,861,13586,14067,5935,593,5039,2333,1333,4180,831,11253,7436,9616,6337,4182,13577,10705,1917,2634,2324,9145,2667,1267,14428,16900,1237,10682,14894,13031,6457,14010,14884,8918,14784,1822,3094,7912,11174,14886,15536
51,13534,13491,1787,262,7001,245,12203,12325,1722,2250,15580,5742,4592,10662,5599,15925,16327,6642,10187,16566,721,8940,14019,4551,11214,10221,515,5722,5295,3172,4295,342,2399,57,657,4379,507,9846,10968,15567,11448,1965,3666,13118,3912,15762,7835,14076,1068,15592
52,11138,1604,328,2900,266,9764,1837,953,1776,5039,420,3603,1266,15869,15809,4924,1697,10397,3076,10433,16552,5040,3475,15969,15990,15847,8520,9112,8706,10289,1348,6045,2268,4500,15341,7293,2251,16979,8240,9214,15186,2129,13619,6476,15566,16569,7190,12165,14880,7121
53,13719,3175,13692,12205,3699,4958,3601,5899,1926,4697,13972,13490,4158,1811,9017,4203,6669,10275,5631,3170,15579,9611,1722,6303,16878,6649,5173,750,10289,2967,13505,3838,2626,5864,3390,6052,2108,6997,5553,8801,11003,12311,12521,6351,8882,12109,10268,10488,12258,14983
54,8511,1477,128,8188,1712,307,3781,14636,5626,9400,8196,10502,14995,6548,9426,7563,7650,144,1594,9621,13093,3271,5674,13807,6345,6759,856,11059,259,11456,3003,8328,8553,8507,5095,8518,2517,8601,11380,13342,6573,8044,14701,3666,2713,13917,717,15938,5679,14993
55,1898,1704,2895,5104,10443,2338,10254,14144,11650,9059,9636,10574,4650,496,5693,5287,14722,11072,8773,4621,11865,16926,5013,7422,5940,5466,134,7116,9030,13082,8348,8625,12306,6043,10653,4819,11604,4288,16671,6581,2817,3700,11988,15744,2200,15471,14599,4552,16731,9176
56,1200,1677,13110,266,2379,1551,15711,11783,809,12155,1034,7362,12289,5617,251,12361,15420,5847,554,4607,3920,892,274,12374,15080,14090,74,8738,6723,5871,3525,6445,15289,4316,12108,3519,3480,10993,5307,13016,13052,1830,4398,1719,408,6447,7223,13342,13204,6875
57,6653,11812,476,7810,10524,13131,14046,13609,14519,5617,1605,4821,2746,6659,4789,624,1183,6649,900,1702,6953,1328,7127,13077,14109,5884,13394,13276,10747,338,327,5134,1300,414,10061,5230,8181,16589,12460,12281,14174,3912,14658,11989,10069,9130,632,612,1452,5190
58,293,13775,12082,1418,12526,2355,16497,3677,9579,12342,3943,9374,171,2325,3497,4757,9580,545,11494,4986,11837,16533,12540,6409,8788,9854,10740,13600,5850,690,12288,96,8365,10400,6375,8181,14776,6621,7367,12270,10529,11768,786,5573,2033,4636,973,4340,16347,14076
59,2985,1184,13130,7969,10233,238,3018,3506,291,3471,4931,11273,4155,2375,7597,14770,3629,9281,1676,2968,8076,12573,13433,1414,4180,14603,10433,10662,9635,4638,10999,1237,14488,12736,5795,12004,2851,4574,7354,5493,14337,5361,16023,8631,6936,5780,12171,6465,8011,15536
60,9392,1104,3440,1568,7786,10505,1909,98,5721,448,4248,3959,12946,639,16682,6421,9358,1082,1045,6405,1007,16341,5766,7119,16903,4182,4622,12461,7542,13435,2115,9468,14211,6798,9866,3228,5810,15236,10305,6953,3498,6825,3810,10370,3206,8787,9154,14337,16136,316
61,1665,11571,4983,10983,5570,534,2365,10469,1619,8764,7836,13279,2208,4641,12040,207,3010,14260,1004,4622,3167,4453,13411,2866,5758,11499,7429,865,1073,15505,6387,2935,5204,6052,2241,15104,1822,15421,12090,233,10563,10758,4241,16690,15090,7403,16760,7851,726,13304
62,6294,2596,11328,703,7147,3951,1634,5814,3091,2000,758,4823,1272,1803,2298,2657,4484,1893,6838,5603,12516,16423,15869,3529,5618,10041,1098,6812,2941,4108,9191,12581,985,7816,15021,9621,12064,1675,12478,5411,11627,3504,11865,3340,15642,6346,15899,7009,4488,6478
63,13911,6432,13766,4795,10505,2236,63,1526,2583,15787,5716,266,16601,3762,5550,1893,13226,5895,1171,16064,7867,14245,2452,5175,4649,1427,1550,14861,14193,7388,8850,5287,4638,12878,16533,4699,2604,5864,13819,6642,8823,16085,11065,7230,7808,7354,2525,6773,2553,2383
64,50,1629,3582,8114,2769,8598,15225,1707,4579,16838,4171,10811,2114,3923,1667,5747,15064,15357,6320,5766,409,9925,10342,15965,7965,10068,15268,5176,7793,7079,13513,5352,8667,9355,478,6673,11904,8155,2662,7422,1011,3545,13030,7539,15243,4714,13346,10703,3995,12811
65,1891,5346,2378,12526,495,2146,8224,4527,639,8134,4247,6493,2965,13332,1709,5164,6513,12461,3043,1243,438,16775,14647,2147,16065,11027,5014,6611,15440,9934,15722,6777,11128,12733,2251,16516,6993,2771,2210,15400,8246,6950,1906,13267,12426,9588,4090,15575,4033,8578
66,7672,15358,13686,13247,378,1434,1459,1483,15895,3148,762,9713,4077,102,4357,8049,502,5309,1069,12917,4105,2735,9785,11131,2115,12562,1517,13111,2610,2926,10146,10267,10736,15441,15348,6534,5674,5722,2493,8051,11527,14191,9653,3776,510,13414,14631,12623,7520,16532
67,2920,11939,11593,1149,16700,15760,7348,1091,15328,6874,2465,7589,1206,7262,678,4228,939,1335,10616,7881,10085,4262,4906,6649,3841,12956,7493,9012,16526,14528,5066,14050,6433,7212,10292,8164,6641,1711,1364,2721,3774,9298,8472,13181,11458,4487,6109,712,12600,15243
68,15815,369,13635,1477,15983,4281,4834,11147,16349,14017,7176,15792,4022,1384,8459,3746,14071,11253,3575,4748,1522,364,12687,3900,7752,3087,3718,8642,16853,9821,2813,9247,6102,16491,8082,9124,15684,3987,16072,8325,1719,11968,7015,9193,435,13608,10245,13906,5933,9345
69,11138,1177,3012,15098,445,837,15484,1876,8418,5282,11584,6110,7900,14968,2374,402,1282,13382,5248,16006,797,2110,13107,118,812,14945,825,5255,156,8262,8842,9983,10148,2771,15321,4079,61,676,3515,13582,10720,4392,7515,5902,7488,8311,5135,12624,6475,12357
70,6495,243,13693,13637,450,2236,11593,6826,1575,1950,12010,3095,3846,12506,16503,15430,16268,7310,11348,10525,8982,5287,15926,14235,4652,10338,8706,8310,4473,2360,10367,3817,7834,5529,3409,2631,8085,6052,8126,2576,6822,8428,6793,4521,4921,4796,15833,9165,462,13099
71,27,10430,1398,2306,4834,238,11040,5207,1182,16666,6116,1658,3478,5039,14629,15968,930,14391,12422,7094,4872,3128,2663,4822,7984,15656,12505,15700,5014,3546,8299,5044,693,1675,12568,15348,2635,11214,3102,16866,1654,13063,16038,2631,9348,4718,3004,7228,10016,12514
72,8158,10944,13699,15223,828,8953,832,147,15158,12805,4138,14099,14921,929,5451,136,8757,81,14211,3848,5462,11503,5014,5011,8285,5019,16290,1654,3152,5511,15175,3101,10432,10479,5676,11938,106,5375,11427,16437,12326,7136,1953,10090,175,1168,408,7539,2817,2860
73,47,13683,3660,814,2768,4020,2711,15787,11888,12575,9969,6168,2485,1423,8443,5724,3781,13871,13853,8757,1717,3497,10582,7167,6876,13745,13511,15781,3364,5758,8100,585,11320,8879,3145,300,2268,9495,13077,7682,11848,10740,5025,2293,11904,6439,2570,12231,2112,11763
74,22,13703,14045,2388,918,426,10505,254,9835,3924,679,2224,8443,1532,13591,14585,5077,2017,831,9810,2281,486,4757,1486,15100,10622,5406,4553,7460,2820,3684,7500,80,7484,2799,10044,15318,9275,2517,16828,8495,13380,13885,6510,4428,15373,11715,7097,6208,6468
75,666,14715,281,7978,15041,4306,9210,2900,12477,5578,3339,5621,1094,15539,5542,4789,318,4001,5040,4361,272,12826,14055,9985,16825,10633,5749,11565,1851,10849,4316,15131,2129,10400,12426,16291,14316,2415,3986,9590,4193,10698,5779,2522,12349,16114,10718,127,7604,9834
76,1192,13771,9790,1690,12134,3959,14515,14703,3598,678,13846,4264,10340,5610,15800,7984,6106,1976,8118,13472,6431,2610,13518,7793,15441,9,13337,3935,11363,15962,7056,16171,1674,8309,4254,8774,9711,12617,6115,1688,15421,3884,5858,3948,5645,7821,8210,3452,12191,12458
77,1673,11203,13677,8756,15512,11371,2291,4854,15352,1707,4777,1278,10735,16861,5344,3089,11014,4987,7519,8884,8136,4905,10999,3893,8582,14868,865,5073,16458,2363,292,7230,6258,868,12572,7103,4252,15012,9126,11058,6447,13139,7428,334,4415,2474,2372,9411,2532,3006
78,13756,4068,3291,14608,780,15665,5282,7778,593,15869,10215,948,10614,7947,4047,4671,4690,8854,16248,4099,2792,10787,8356,3698,14121,12603,13565,1569,223,15962,13517,5768,11638,8200,4959,8996,6478,5453,7697,7385,6524,11441,910,9824,15151,11589,6816,15373,13597,3401
79,3808,13651,2788,10505,5772,1580,13949,11040,5070,441,4359,762,617,14791,7424,4071,2842,10754,3321,119,4989,15286,5121,16337,1998,6538,3054,7802,2210,6648,1337,12376,86,4046,16952,11482,8996,6447,14380,4554,12256,1316,7023,975,8440,15592,4917,5090,5461,4222
80,1203,1192,13911,13665,13779,13701,1632,2263,2473,15677,2351,14268,1930,169,896,6521,4827,1042,8184,1714,4952,4027,7760,9828,1255,3904,8628,3058,900,5287,7141,1716,15840,15913,5044,8864,9388,7270,5864,8050,690,16818,3596,5941,10627,3252,15240,16952,12853,14376
81,7545,16318,16115,13247,2355,5879,6424,3812,6761,4945,2582,2548,13332,10031,627,565,5273,10287,4349,930,8232,5155,4866,5315,4887,7870,3190,9332,3625,3536,5356,11841,9985,9593,6345,11309,13946,12643,1608,8410,4396,13910,10593,4507,9322,11618,4561,2463,6685,8266
82,1928,14276,9790,9463,6231,1766,3007,3972,158,3879,10637,3646,9220,3961,16314,14018,7156,3227,4651,5485,3217,6869,5500,5425,2268,14708,8836,2475,3838,12568,5842,8755,5318,16929,8889,6802,14898,7363,4554,2112,13030,5602,11826,13265,10044,11281,6404,7374,7539,4428
83,1657,13634,1477,469,7836,1855,14755,4641,359,1333,3528,5263,11231,11740,10870,13865,10738,10187,7355,3657,11128,12568,15810,3937,2239,8104,6807,9903,5941,2202,5517,8086,11426,7902,4159,13876,11858,15183,1680,12051,4588,9951,9965,7839,8777,13368,6486,7632,3811,15173
84,2240,13721,13717,13780,13904,16475,4586,3673,6063,1855,503,2001,1351,16278,6659,1495,6459,16903,13645,7379,4496,765,7421,13286,10457,14193,6081,1808,14069,15005,8016,9931,630,7740,7130,1711,16034,1168,10581,16907,10119,16683,3315,5311,10869,5162,1804,2013,7190,733
85,4780,3804,9463,13110,1197,1926,4817,1785,12290,1000,4686,10288,6757,10409,15412,13259,13382,16882,5891,4905,2617,5482,13093,8836,7050,868,1840,6451,15400,1598,3209,12726,8619,2748,15176,13500,943,14191,13072,5532,3860,2444,218,651,11021,4362,14573,649,12116,7487
86,807,13773,2710,1922,3569,13705,2944,67,1580,3212,3762,2997,10194,2304,14673,10600,7822,7658,8757,610,4622,2242,10636,13435,1324,1492,892,16882,9207,10210,5007,12859,6268,14456,4351,8013,11694,10785,12603,2614,16719,10893,4585,6768,6466,7890,3876,1481,5423,13176
87,13649,14042,1648,2853,1828,451,16838,5937,16228,2405,12547,12587,4308,374,399,14655,10577,7139,14217,438,3431,11915,5979,15390,14077,3520,13190,3563,1185,7072,15913,3489,12000,9983,7598,5795,5383,16614,14443,3590,8309,3410,6975,1298,5272,15718,6043,5171,16975,2398
88,13711,1677,15294,13443,1737,14202,5336,5109,1225,7416,12290,12335,6063,6421,13222,6317,10889,3818,2992,1495,13886,3086,2904,14745,10574,1518,2868,5600,3817,4740,2719,5744,9648,4118,5722,13644,11686,13285,15557,8899,7776,1719,12223,10956,4314,10881,12910,15736,15137,5232
89,13700,1632,4,1469,1780,1234,4944,217,12335,15836,14270,14925,5634,7205,13437,12427,16604,320,9317,13111,8128,727,1363,6399,317,15348,3284,5474,10255,12305,9802,11824,9845,8092,10627,6861,7488,14336,13582,13171,6313,14842,6030,1092,5266,15832,6033,13552,12174,1809
90,28,5711,328,1049,1706,8531,3762,4641,1402,6027,5164,5175,3167,2977,6689,5882,7519,5355,7528,1058,479,8683,13518,10751,7212,7622,15241,10201,8313,10418,5694,5134,11050,9138,14833,11565,15872,2327,16822,10791,6946,9716,16883,9961,4914,10220,9551,1726,13878,13530
91,13410,7133,1479,10921,4313,4484,8404,7584,5596,3239,14245,136,12899,1024,4789,16223,4453,14418,2828,622,3333,14940,3297,2784,1218,7897,5841,7011,5019,11065,2874,4551,5110,15578,6682,15884,10434,886,6791,2408,10400,15380,14537,2047,4587,5876,6468,14654,4226,6584
92,1974,250,1930,2578,2299,1712,11750,15792,3092,13272,6326,6755,15064,7584,6035,13142,8336,2371,5680,7881,13259,15580,4822,6979,8163,4573,5287,13513,15814,1237,285,789,5511,498,4237,7036,14956,3316,14934,4220,1664,13098,4046,15317,15916,8064,10649,783,8532,12879
